datetime_beginning_ept,mkt_region,zone,mw_sum
2026-02-10 08:00:00,MIDATL,PL,6771.5419999999995
2026-02-10 08:00:00,MIDATL,PN,2568.489
2026-02-10 08:00:00,MIDATL,PS,5942.816
2026-02-10 08:00:00,MIDATL,RECO,183.691
2026-02-10 08:00:00,RTO,RTO,118938.564
2026-02-10 08:00:00,SOUTH,DOM,19626.287
2026-02-10 08:00:00,WEST,AEP,20860.698
2026-02-10 08:00:00,WEST,AP,7570.686
2026-02-10 08:00:00,WEST,ATSI,9007.042
2026-02-10 08:00:00,WEST,CE,11596.25
2026-02-10 08:00:00,WEST,DAY,2437.769
2026-02-10 08:00:00,WEST,DEOK,3462.915
2026-02-10 08:00:00,WEST,DUQ,1645.754
2026-02-10 08:00:00,WEST,EKPC,2183.04
2026-02-10 08:00:00,WEST,OVEC,58.0
2026-02-10 09:00:00,MIDATL,AE,1302.213
2026-02-10 09:00:00,MIDATL,BC,4367.42
2026-02-10 09:00:00,MIDATL,DPL,2834.736
2026-02-10 09:00:00,MIDATL,JC,3110.981
2026-02-10 09:00:00,MIDATL,ME,2334.359
2026-02-10 09:00:00,MIDATL,PE,5815.121
2026-02-10 09:00:00,MIDATL,PEP,4022.1009999999997
2026-02-10 09:00:00,MIDATL,PL,6677.34
2026-02-10 09:00:00,MIDATL,PN,2556.36
2026-02-10 09:00:00,MIDATL,PS,5936.704
2026-02-10 09:00:00,MIDATL,RECO,185.374
2026-02-10 09:00:00,RTO,RTO,114287.046
2026-02-10 09:00:00,SOUTH,DOM,18213.215
2026-02-10 09:00:00,WEST,AEP,20061.506999999998
2026-02-10 09:00:00,WEST,AP,7275.822
2026-02-10 09:00:00,WEST,ATSI,8935.579
2026-02-10 09:00:00,WEST,CE,11341.968
2026-02-10 09:00:00,WEST,DAY,2351.962
2026-02-10 09:00:00,WEST,DEOK,3306.835
2026-02-10 09:00:00,WEST,DUQ,1637.966
2026-02-10 09:00:00,WEST,EKPC,1964.483
2026-02-10 09:00:00,WEST,OVEC,55.0
2026-02-10 10:00:00,MIDATL,AE,1100.017
2026-02-10 10:00:00,MIDATL,BC,4223.56
2026-02-10 10:00:00,MIDATL,DPL,2548.322
2026-02-10 10:00:00,MIDATL,JC,3044.278
2026-02-10 10:00:00,MIDATL,ME,2308.631
2026-02-10 10:00:00,MIDATL,PE,5669.995
2026-02-10 10:00:00,MIDATL,PEP,3875.9269999999997
2026-02-10 10:00:00,MIDATL,PL,6499.229
2026-02-10 10:00:00,MIDATL,PN,2510.498
2026-02-10 10:00:00,MIDATL,PS,5870.318
2026-02-10 10:00:00,MIDATL,RECO,185.155
2026-02-10 10:00:00,RTO,RTO,109502.598
2026-02-10 10:00:00,SOUTH,DOM,17279.826
2026-02-10 10:00:00,WEST,AEP,18989.875
2026-02-10 10:00:00,WEST,AP,7000.056
2026-02-10 10:00:00,WEST,ATSI,8606.098
2026-02-10 10:00:00,WEST,CE,10894.497
2026-02-10 10:00:00,WEST,DAY,2275.308
2026-02-10 10:00:00,WEST,DEOK,3172.38
2026-02-10 10:00:00,WEST,DUQ,1616.956
2026-02-10 10:00:00,WEST,EKPC,1773.672
2026-02-10 10:00:00,WEST,OVEC,58.0
2026-02-10 11:00:00,MIDATL,AE,1028.357
2026-02-10 11:00:00,MIDATL,BC,4077.607
2026-02-10 11:00:00,MIDATL,DPL,2462.422
2026-02-10 11:00:00,MIDATL,JC,2993.182
2026-02-10 11:00:00,MIDATL,ME,2273.922
2026-02-10 11:00:00,MIDATL,PE,5605.36
2026-02-10 11:00:00,MIDATL,PEP,3716.249
2026-02-10 11:00:00,MIDATL,PL,6354.58
2026-02-10 11:00:00,MIDATL,PN,2475.664
2026-02-10 11:00:00,MIDATL,PS,5766.987
2026-02-10 11:00:00,MIDATL,RECO,182.627
2026-02-10 11:00:00,RTO,RTO,106034.935
2026-02-10 11:00:00,SOUTH,DOM,16561.48
2026-02-10 11:00:00,WEST,AEP,18204.593
2026-02-10 11:00:00,WEST,AP,6627.235
2026-02-10 11:00:00,WEST,ATSI,8487.854
2026-02-10 11:00:00,WEST,CE,10670.077
2026-02-10 11:00:00,WEST,DAY,2215.806
2026-02-10 11:00:00,WEST,DEOK,3060.245
2026-02-10 11:00:00,WEST,DUQ,1579.991
2026-02-10 11:00:00,WEST,EKPC,1635.697
2026-02-10 11:00:00,WEST,OVEC,55.0
2026-02-10 12:00:00,MIDATL,AE,1084.308
2026-02-10 12:00:00,MIDATL,BC,3972.654
2026-02-10 12:00:00,MIDATL,DPL,2482.613
2026-02-10 12:00:00,MIDATL,JC,2940.973
2026-02-10 12:00:00,MIDATL,ME,2219.034
2026-02-10 12:00:00,MIDATL,PE,5491.723
2026-02-10 12:00:00,MIDATL,PEP,3597.459
2026-02-10 12:00:00,MIDATL,PL,6183.855
2026-02-10 12:00:00,MIDATL,PN,2426.682
2026-02-10 12:00:00,MIDATL,PS,5748.305
2026-02-10 12:00:00,MIDATL,RECO,180.82
2026-02-10 12:00:00,RTO,RTO,103617.598
2026-02-10 12:00:00,SOUTH,DOM,16002.905
2026-02-10 12:00:00,WEST,AEP,17737.559999999998
2026-02-10 12:00:00,WEST,AP,6398.984
2026-02-10 12:00:00,WEST,ATSI,8319.975
2026-02-10 12:00:00,WEST,CE,10547.109
2026-02-10 12:00:00,WEST,DAY,2168.255
2026-02-10 12:00:00,WEST,DEOK,2985.0
2026-02-10 12:00:00,WEST,DUQ,1544.913
2026-02-10 12:00:00,WEST,EKPC,1527.471
2026-02-10 12:00:00,WEST,OVEC,57.0
2026-02-10 13:00:00,MIDATL,AE,1156.4270000000001
2026-02-10 13:00:00,MIDATL,BC,3754.501
2026-02-10 13:00:00,MIDATL,DPL,2424.1279999999997
2026-02-10 13:00:00,MIDATL,JC,2922.642
2026-02-10 13:00:00,MIDATL,ME,2173.243
2026-02-10 13:00:00,MIDATL,PE,5415.838
2026-02-10 13:00:00,MIDATL,PEP,3432.868
2026-02-10 13:00:00,MIDATL,PL,6085.414
2026-02-10 13:00:00,MIDATL,PN,2377.049
2026-02-10 13:00:00,MIDATL,PS,5741.262
2026-02-10 13:00:00,MIDATL,RECO,180.897
2026-02-10 13:00:00,RTO,RTO,101464.821
2026-02-10 13:00:00,SOUTH,DOM,15495.205
2026-02-10 13:00:00,WEST,AEP,17343.275999999998
2026-02-10 13:00:00,WEST,AP,6196.558
2026-02-10 13:00:00,WEST,ATSI,8249.795
2026-02-10 13:00:00,WEST,CE,10463.857
2026-02-10 13:00:00,WEST,DAY,2111.934
2026-02-10 13:00:00,WEST,DEOK,2914.446
2026-02-10 13:00:00,WEST,DUQ,1510.546
2026-02-10 13:00:00,WEST,EKPC,1460.935
2026-02-10 13:00:00,WEST,OVEC,54.0
2026-02-10 14:00:00,MIDATL,AE,1196.5520000000001
2026-02-10 14:00:00,MIDATL,BC,3668.279
2026-02-10 14:00:00,MIDATL,DPL,2295.649
2026-02-10 14:00:00,MIDATL,JC,2944.182
2026-02-10 14:00:00,MIDATL,ME,2130.125
2026-02-10 14:00:00,MIDATL,PE,5353.663
2026-02-10 14:00:00,MIDATL,PEP,3325.0779999999995
2026-02-10 14:00:00,MIDATL,PL,5977.003
2026-02-10 14:00:00,MIDATL,PN,2322.902
2026-02-10 14:00:00,MIDATL,PS,5754.182
2026-02-10 14:00:00,MIDATL,RECO,179.219
2026-02-10 14:00:00,RTO,RTO,99632.366
2026-02-10 14:00:00,SOUTH,DOM,15201.863
2026-02-10 14:00:00,WEST,AEP,16920.648999999998
2026-02-10 14:00:00,WEST,AP,6021.225
2026-02-10 14:00:00,WEST,ATSI,7976.428
2026-02-10 14:00:00,WEST,CE,10510.301
2026-02-10 14:00:00,WEST,DAY,2052.272
2026-02-10 14:00:00,WEST,DEOK,2849.379
2026-02-10 14:00:00,WEST,DUQ,1500.627
2026-02-10 14:00:00,WEST,EKPC,1398.788
2026-02-10 14:00:00,WEST,OVEC,54.0
2026-02-10 15:00:00,MIDATL,AE,1178.99
2026-02-10 15:00:00,MIDATL,BC,3704.972
2026-02-10 15:00:00,MIDATL,DPL,2295.458
2026-02-10 15:00:00,MIDATL,JC,2993.961
2026-02-10 15:00:00,MIDATL,ME,2110.487
2026-02-10 15:00:00,MIDATL,PE,5316.324
2026-02-10 15:00:00,MIDATL,PEP,3338.981
2026-02-10 15:00:00,MIDATL,PL,5938.169
2026-02-10 15:00:00,MIDATL,PN,2261.426
2026-02-10 15:00:00,MIDATL,PS,5788.291
2026-02-10 15:00:00,MIDATL,RECO,178.769
2026-02-10 15:00:00,RTO,RTO,99337.866
2026-02-10 15:00:00,SOUTH,DOM,15179.798
2026-02-10 15:00:00,WEST,AEP,16770.839
2026-02-10 15:00:00,WEST,AP,6022.915
2026-02-10 15:00:00,WEST,ATSI,7877.462
2026-02-10 15:00:00,WEST,CE,10595.212
2026-02-10 15:00:00,WEST,DAY,2021.309
2026-02-10 15:00:00,WEST,DEOK,2837.408
2026-02-10 15:00:00,WEST,DUQ,1495.782
2026-02-10 15:00:00,WEST,EKPC,1376.313
2026-02-10 15:00:00,WEST,OVEC,55.0
2026-02-10 16:00:00,MIDATL,AE,1278.249
2026-02-10 16:00:00,MIDATL,BC,3847.178
2026-02-10 16:00:00,MIDATL,DPL,2414.994
2026-02-10 16:00:00,MIDATL,JC,3073.698
2026-02-10 16:00:00,MIDATL,ME,2146.502
2026-02-10 16:00:00,MIDATL,PE,5521.538
2026-02-10 16:00:00,MIDATL,PEP,3472.934
2026-02-10 16:00:00,MIDATL,PL,6002.124
2026-02-10 16:00:00,MIDATL,PN,2241.557
2026-02-10 16:00:00,MIDATL,PS,5789.449
2026-02-10 16:00:00,MIDATL,RECO,179.775
2026-02-10 16:00:00,RTO,RTO,100897.654
2026-02-10 16:00:00,SOUTH,DOM,15608.58
2026-02-10 16:00:00,WEST,AEP,16726.769
2026-02-10 16:00:00,WEST,AP,6150.246
2026-02-10 16:00:00,WEST,ATSI,7874.802000000001
2026-02-10 16:00:00,WEST,CE,10724.998
2026-02-10 16:00:00,WEST,DAY,2039.571
2026-02-10 16:00:00,WEST,DEOK,2838.644
2026-02-10 16:00:00,WEST,DUQ,1496.672
2026-02-10 16:00:00,WEST,EKPC,1414.374
2026-02-10 16:00:00,WEST,OVEC,55.0
2026-02-10 17:00:00,MIDATL,AE,1343.732
2026-02-10 17:00:00,MIDATL,BC,4165.919
2026-02-10 17:00:00,MIDATL,DPL,2671.052
2026-02-10 17:00:00,MIDATL,JC,3245.581
2026-02-10 17:00:00,MIDATL,ME,2229.164
2026-02-10 17:00:00,MIDATL,PE,5639.893
2026-02-10 17:00:00,MIDATL,PEP,3695.904
2026-02-10 17:00:00,MIDATL,PL,6201.921
2026-02-10 17:00:00,MIDATL,PN,2313.273
2026-02-10 17:00:00,MIDATL,PS,6042.05
2026-02-10 17:00:00,MIDATL,RECO,186.898
2026-02-10 17:00:00,RTO,RTO,105235.07
2026-02-10 17:00:00,SOUTH,DOM,16605.126
2026-02-10 17:00:00,WEST,AEP,17129.171000000002
2026-02-10 17:00:00,WEST,AP,6392.361
2026-02-10 17:00:00,WEST,ATSI,8133.726
2026-02-10 17:00:00,WEST,CE,11147.549
2026-02-10 17:00:00,WEST,DAY,2111.144
2026-02-10 17:00:00,WEST,DEOK,2934.077
2026-02-10 17:00:00,WEST,DUQ,1521.59
2026-02-10 17:00:00,WEST,EKPC,1471.939
2026-02-10 17:00:00,WEST,OVEC,53.0
2026-02-10 18:00:00,MIDATL,AE,1413.468
2026-02-10 18:00:00,MIDATL,BC,4424.2
2026-02-10 18:00:00,MIDATL,DPL,2840.691
2026-02-10 18:00:00,MIDATL,JC,3316.631
2026-02-10 18:00:00,MIDATL,ME,2267.184
2026-02-10 18:00:00,MIDATL,PE,5730.123
2026-02-10 18:00:00,MIDATL,PEP,3866.208
2026-02-10 18:00:00,MIDATL,PL,6362.4929999999995
2026-02-10 18:00:00,MIDATL,PN,2354.263
2026-02-10 18:00:00,MIDATL,PS,6153.449
2026-02-10 18:00:00,MIDATL,RECO,190.676
2026-02-10 18:00:00,RTO,RTO,109269.386
2026-02-10 18:00:00,SOUTH,DOM,17332.179
2026-02-10 18:00:00,WEST,AEP,17814.307999999997
2026-02-10 18:00:00,WEST,AP,6705.755
2026-02-10 18:00:00,WEST,ATSI,8385.481
2026-02-10 18:00:00,WEST,CE,11699.821
2026-02-10 18:00:00,WEST,DAY,2189.404
2026-02-10 18:00:00,WEST,DEOK,3056.231
2026-02-10 18:00:00,WEST,DUQ,1552.589
2026-02-10 18:00:00,WEST,EKPC,1566.232
2026-02-10 18:00:00,WEST,OVEC,48.0
2026-02-10 19:00:00,MIDATL,AE,1398.613
2026-02-10 19:00:00,MIDATL,BC,4463.346
2026-02-10 19:00:00,MIDATL,DPL,2864.181
2026-02-10 19:00:00,MIDATL,JC,3278.773
2026-02-10 19:00:00,MIDATL,ME,2271.816
2026-02-10 19:00:00,MIDATL,PE,5698.192
2026-02-10 19:00:00,MIDATL,PEP,3849.696
2026-02-10 19:00:00,MIDATL,PL,6268.831999999999
2026-02-10 19:00:00,MIDATL,PN,2347.878
2026-02-10 19:00:00,MIDATL,PS,6095.374
2026-02-10 19:00:00,MIDATL,RECO,187.927
2026-02-10 19:00:00,RTO,RTO,109744.312
2026-02-10 19:00:00,SOUTH,DOM,17496.831
2026-02-10 19:00:00,WEST,AEP,18048.752999999997
2026-02-10 19:00:00,WEST,AP,6787.432
2026-02-10 19:00:00,WEST,ATSI,8394.675
2026-02-10 19:00:00,WEST,CE,11813.889
2026-02-10 19:00:00,WEST,DAY,2207.642
2026-02-10 19:00:00,WEST,DEOK,3061.456
2026-02-10 19:00:00,WEST,DUQ,1544.082
2026-02-10 19:00:00,WEST,EKPC,1609.924
2026-02-10 19:00:00,WEST,OVEC,55.0
2026-02-10 20:00:00,MIDATL,AE,1374.692
2026-02-10 20:00:00,MIDATL,BC,4409.938
2026-02-10 20:00:00,MIDATL,DPL,2825.932
2026-02-10 20:00:00,MIDATL,JC,3193.747
2026-02-10 20:00:00,MIDATL,ME,2232.452
2026-02-10 20:00:00,MIDATL,PE,5581.66
2026-02-10 20:00:00,MIDATL,PEP,3840.2789999999995
2026-02-10 20:00:00,MIDATL,PL,6118.893
2026-02-10 20:00:00,MIDATL,PN,2321.51
2026-02-10 20:00:00,MIDATL,PS,5975.837
2026-02-10 20:00:00,MIDATL,RECO,184.167
2026-02-10 20:00:00,RTO,RTO,108664.453
2026-02-10 20:00:00,SOUTH,DOM,17372.068
2026-02-10 20:00:00,WEST,AEP,18040.425000000003
2026-02-10 20:00:00,WEST,AP,6698.072
2026-02-10 20:00:00,WEST,ATSI,8379.087
2026-02-10 20:00:00,WEST,CE,11696.276
2026-02-10 20:00:00,WEST,DAY,2193.642
2026-02-10 20:00:00,WEST,DEOK,3036.992
2026-02-10 20:00:00,WEST,DUQ,1532.201
2026-02-10 20:00:00,WEST,EKPC,1602.583
2026-02-10 20:00:00,WEST,OVEC,54.0
2026-02-10 21:00:00,MIDATL,AE,1322.777
2026-02-10 21:00:00,MIDATL,BC,4276.004
2026-02-10 21:00:00,MIDATL,DPL,2717.525
2026-02-10 21:00:00,MIDATL,JC,3052.062
2026-02-10 21:00:00,MIDATL,ME,2169.692
2026-02-10 21:00:00,MIDATL,PE,5271.505
2026-02-10 21:00:00,MIDATL,PEP,3727.2129999999997
2026-02-10 21:00:00,MIDATL,PL,5887.041
2026-02-10 21:00:00,MIDATL,PN,2240.818
2026-02-10 21:00:00,MIDATL,PS,5808.133
2026-02-10 21:00:00,MIDATL,RECO,177.485
2026-02-10 21:00:00,RTO,RTO,105755.795
2026-02-10 21:00:00,SOUTH,DOM,17038.69
2026-02-10 21:00:00,WEST,AEP,17724.537
2026-02-10 21:00:00,WEST,AP,6411.72
2026-02-10 21:00:00,WEST,ATSI,8197.303
2026-02-10 21:00:00,WEST,CE,11543.537
2026-02-10 21:00:00,WEST,DAY,2145.642
2026-02-10 21:00:00,WEST,DEOK,2978.677
2026-02-10 21:00:00,WEST,DUQ,1478.238
2026-02-10 21:00:00,WEST,EKPC,1538.196
2026-02-10 21:00:00,WEST,OVEC,49.0
2026-02-10 22:00:00,MIDATL,AE,1247.266
2026-02-10 22:00:00,MIDATL,BC,4023.706
2026-02-10 22:00:00,MIDATL,DPL,2566.582
2026-02-10 22:00:00,MIDATL,JC,2851.704
2026-02-10 22:00:00,MIDATL,ME,2049.139
2026-02-10 22:00:00,MIDATL,PE,4945.777
2026-02-10 22:00:00,MIDATL,PEP,3475.114
2026-02-10 22:00:00,MIDATL,PL,5568.419
2026-02-10 22:00:00,MIDATL,PN,2147.62
2026-02-10 22:00:00,MIDATL,PS,5516.781
2026-02-10 22:00:00,MIDATL,RECO,167.252
2026-02-10 22:00:00,RTO,RTO,101058.692
2026-02-10 22:00:00,SOUTH,DOM,16277.929
2026-02-10 22:00:00,WEST,AEP,17175.32
2026-02-10 22:00:00,WEST,AP,6202.642
2026-02-10 22:00:00,WEST,ATSI,7790.155
2026-02-10 22:00:00,WEST,CE,11209.358
2026-02-10 22:00:00,WEST,DAY,2069.642
2026-02-10 22:00:00,WEST,DEOK,2866.682
2026-02-10 22:00:00,WEST,DUQ,1438.769
2026-02-10 22:00:00,WEST,EKPC,1409.835
2026-02-10 22:00:00,WEST,OVEC,59.0
2026-02-10 23:00:00,MIDATL,AE,1159.835
2026-02-10 23:00:00,MIDATL,BC,3779.07
2026-02-10 23:00:00,MIDATL,DPL,2414.8779999999997
2026-02-10 23:00:00,MIDATL,JC,2694.83
2026-02-10 23:00:00,MIDATL,ME,1948.744
2026-02-10 23:00:00,MIDATL,PE,4709.514
2026-02-10 23:00:00,MIDATL,PEP,3268.3269999999998
2026-02-10 23:00:00,MIDATL,PL,5281.210999999999
2026-02-10 23:00:00,MIDATL,PN,2071.977
2026-02-10 23:00:00,MIDATL,PS,5198.765
2026-02-10 23:00:00,MIDATL,RECO,156.86
2026-02-10 23:00:00,RTO,RTO,96623.986
2026-02-10 23:00:00,SOUTH,DOM,15563.613
2026-02-10 23:00:00,WEST,AEP,16652.905
2026-02-10 23:00:00,WEST,AP,5890.218
2026-02-10 23:00:00,WEST,ATSI,7546.547
2026-02-10 23:00:00,WEST,CE,10736.088
2026-02-10 23:00:00,WEST,DAY,2007.642
2026-02-10 23:00:00,WEST,DEOK,2756.303
2026-02-10 23:00:00,WEST,DUQ,1370.608
2026-02-10 23:00:00,WEST,EKPC,1353.051
2026-02-10 23:00:00,WEST,OVEC,63.0
2026-02-11 00:00:00,MIDATL,AE,1120.098
2026-02-11 00:00:00,MIDATL,BC,3597.47
2026-02-11 00:00:00,MIDATL,DPL,2298.039
2026-02-11 00:00:00,MIDATL,JC,2553.872
2026-02-11 00:00:00,MIDATL,ME,1868.052
2026-02-11 00:00:00,MIDATL,PE,4555.206
2026-02-11 00:00:00,MIDATL,PEP,3077.494
2026-02-11 00:00:00,MIDATL,PL,5087.334
2026-02-11 00:00:00,MIDATL,PN,2024.109
2026-02-11 00:00:00,MIDATL,PS,4947.975
2026-02-11 00:00:00,MIDATL,RECO,148.846
2026-02-11 00:00:00,RTO,RTO,93539.273
2026-02-11 00:00:00,SOUTH,DOM,15107.23
2026-02-11 00:00:00,WEST,AEP,16375.617999999999
2026-02-11 00:00:00,WEST,AP,5768.17
2026-02-11 00:00:00,WEST,ATSI,7309.214999999999
2026-02-11 00:00:00,WEST,CE,10327.225
2026-02-11 00:00:00,WEST,DAY,1977.642
2026-02-11 00:00:00,WEST,DEOK,2696.337
2026-02-11 00:00:00,WEST,DUQ,1324.992
2026-02-11 00:00:00,WEST,EKPC,1326.349
2026-02-11 00:00:00,WEST,OVEC,48.0
2026-02-11 01:00:00,MIDATL,AE,1086.41
2026-02-11 01:00:00,MIDATL,BC,3485.016
2026-02-11 01:00:00,MIDATL,DPL,2220.222
2026-02-11 01:00:00,MIDATL,JC,2471.326
2026-02-11 01:00:00,MIDATL,ME,1828.406
2026-02-11 01:00:00,MIDATL,PE,4427.472
2026-02-11 01:00:00,MIDATL,PEP,2976.151
2026-02-11 01:00:00,MIDATL,PL,4983.095
2026-02-11 01:00:00,MIDATL,PN,1980.461
2026-02-11 01:00:00,MIDATL,PS,4785.545
2026-02-11 01:00:00,MIDATL,RECO,143.119
2026-02-11 01:00:00,RTO,RTO,91426.749
2026-02-11 01:00:00,SOUTH,DOM,14758.082
2026-02-11 01:00:00,WEST,AEP,16048.436
2026-02-11 01:00:00,WEST,AP,5652.623
2026-02-11 01:00:00,WEST,ATSI,7201.937000000001
2026-02-11 01:00:00,WEST,CE,10056.81
2026-02-11 01:00:00,WEST,DAY,1956.642
2026-02-11 01:00:00,WEST,DEOK,2669.893
2026-02-11 01:00:00,WEST,DUQ,1317.34
2026-02-11 01:00:00,WEST,EKPC,1335.763
2026-02-11 01:00:00,WEST,OVEC,42.0
2026-02-11 02:00:00,MIDATL,AE,1059.287
2026-02-11 02:00:00,MIDATL,BC,3434.391
2026-02-11 02:00:00,MIDATL,DPL,2183.253
2026-02-11 02:00:00,MIDATL,JC,2413.38
2026-02-11 02:00:00,MIDATL,ME,1817.092
2026-02-11 02:00:00,MIDATL,PE,4357.722
2026-02-11 02:00:00,MIDATL,PEP,2945.0029999999997
2026-02-11 02:00:00,MIDATL,PL,4934.304999999999
2026-02-11 02:00:00,MIDATL,PN,1942.989
2026-02-11 02:00:00,MIDATL,PS,4699.158
2026-02-11 02:00:00,MIDATL,RECO,139.994
2026-02-11 02:00:00,RTO,RTO,90570.453
2026-02-11 02:00:00,SOUTH,DOM,14559.12
2026-02-11 02:00:00,WEST,AEP,16043.028
2026-02-11 02:00:00,WEST,AP,5681.014
2026-02-11 02:00:00,WEST,ATSI,7146.671
2026-02-11 02:00:00,WEST,CE,9900.751
2026-02-11 02:00:00,WEST,DAY,1938.642
2026-02-11 02:00:00,WEST,DEOK,2663.586
2026-02-11 02:00:00,WEST,DUQ,1315.975
2026-02-11 02:00:00,WEST,EKPC,1349.092
2026-02-11 02:00:00,WEST,OVEC,46.0
2026-02-11 03:00:00,MIDATL,AE,1071.772
2026-02-11 03:00:00,MIDATL,BC,3452.476
2026-02-11 03:00:00,MIDATL,DPL,2183.5550000000003
2026-02-11 03:00:00,MIDATL,JC,2417.214
2026-02-11 03:00:00,MIDATL,ME,1831.378
2026-02-11 03:00:00,MIDATL,PE,4363.068
2026-02-11 03:00:00,MIDATL,PEP,2931.59
2026-02-11 03:00:00,MIDATL,PL,4948.284
2026-02-11 03:00:00,MIDATL,PN,1976.715
2026-02-11 03:00:00,MIDATL,PS,4667.437
2026-02-11 03:00:00,MIDATL,RECO,139.783
2026-02-11 03:00:00,RTO,RTO,90666.344
2026-02-11 03:00:00,SOUTH,DOM,14548.603
2026-02-11 03:00:00,WEST,AEP,16039.022
2026-02-11 03:00:00,WEST,AP,5694.671
2026-02-11 03:00:00,WEST,ATSI,7125.746
2026-02-11 03:00:00,WEST,CE,9868.434
2026-02-11 03:00:00,WEST,DAY,1942.642
2026-02-11 03:00:00,WEST,DEOK,2684.943
2026-02-11 03:00:00,WEST,DUQ,1310.011
2026-02-11 03:00:00,WEST,EKPC,1425.0
2026-02-11 03:00:00,WEST,OVEC,44.0
2026-02-11 04:00:00,MIDATL,AE,1074.907
2026-02-11 04:00:00,MIDATL,BC,3530.481
2026-02-11 04:00:00,MIDATL,DPL,2228.282
2026-02-11 04:00:00,MIDATL,JC,2460.505
2026-02-11 04:00:00,MIDATL,ME,1866.863
2026-02-11 04:00:00,MIDATL,PE,4532.792
2026-02-11 04:00:00,MIDATL,PEP,3011.8630000000003
2026-02-11 04:00:00,MIDATL,PL,5057.869000000001
2026-02-11 04:00:00,MIDATL,PN,2018.309
2026-02-11 04:00:00,MIDATL,PS,4756.751
2026-02-11 04:00:00,MIDATL,RECO,141.271
2026-02-11 04:00:00,RTO,RTO,92364.336
2026-02-11 04:00:00,SOUTH,DOM,14730.328
2026-02-11 04:00:00,WEST,AEP,16306.095000000001
2026-02-11 04:00:00,WEST,AP,5841.628
2026-02-11 04:00:00,WEST,ATSI,7295.521
2026-02-11 04:00:00,WEST,CE,9900.004
2026-02-11 04:00:00,WEST,DAY,1994.881
2026-02-11 04:00:00,WEST,DEOK,2791.399
2026-02-11 04:00:00,WEST,DUQ,1332.795
2026-02-11 04:00:00,WEST,EKPC,1440.792
2026-02-11 04:00:00,WEST,OVEC,51.0
2026-02-11 05:00:00,MIDATL,AE,1154.3890000000001
2026-02-11 05:00:00,MIDATL,BC,3717.113
2026-02-11 05:00:00,MIDATL,DPL,2354.8579999999997
2026-02-11 05:00:00,MIDATL,JC,2596.258
2026-02-11 05:00:00,MIDATL,ME,1975.249
2026-02-11 05:00:00,MIDATL,PE,4864.711
2026-02-11 05:00:00,MIDATL,PEP,3202.267
2026-02-11 05:00:00,MIDATL,PL,5295.592000000001
2026-02-11 05:00:00,MIDATL,PN,2138.132
2026-02-11 05:00:00,MIDATL,PS,4964.711
2026-02-11 05:00:00,MIDATL,RECO,148.097
2026-02-11 05:00:00,RTO,RTO,96530.631
2026-02-11 05:00:00,SOUTH,DOM,15327.726
2026-02-11 05:00:00,WEST,AEP,16893.728000000003
2026-02-11 05:00:00,WEST,AP,6086.842
2026-02-11 05:00:00,WEST,ATSI,7581.694
2026-02-11 05:00:00,WEST,CE,10113.401
2026-02-11 05:00:00,WEST,DAY,2114.642
2026-02-11 05:00:00,WEST,DEOK,2986.302
2026-02-11 05:00:00,WEST,DUQ,1393.545
2026-02-11 05:00:00,WEST,EKPC,1576.374
2026-02-11 05:00:00,WEST,OVEC,45.0
2026-02-11 06:00:00,MIDATL,AE,1228.614
2026-02-11 06:00:00,MIDATL,BC,4030.732
2026-02-11 06:00:00,MIDATL,DPL,2558.6409999999996
2026-02-11 06:00:00,MIDATL,JC,2840.647
2026-02-11 06:00:00,MIDATL,ME,2113.259
2026-02-11 06:00:00,MIDATL,PE,5142.826
2026-02-11 06:00:00,MIDATL,PEP,3527.4120000000003
2026-02-11 06:00:00,MIDATL,PL,5760.923
2026-02-11 06:00:00,MIDATL,PN,2317.415
2026-02-11 06:00:00,MIDATL,PS,5356.041
2026-02-11 06:00:00,MIDATL,RECO,159.947
2026-02-11 06:00:00,RTO,RTO,103467.564
2026-02-11 06:00:00,SOUTH,DOM,16271.774
2026-02-11 06:00:00,WEST,AEP,17846.887000000002
2026-02-11 06:00:00,WEST,AP,6499.441
2026-02-11 06:00:00,WEST,ATSI,8193.508
2026-02-11 06:00:00,WEST,CE,10749.995
2026-02-11 06:00:00,WEST,DAY,2303.658
2026-02-11 06:00:00,WEST,DEOK,3298.121
2026-02-11 06:00:00,WEST,DUQ,1482.002
2026-02-11 06:00:00,WEST,EKPC,1741.721
2026-02-11 06:00:00,WEST,OVEC,44.0
2026-02-11 07:00:00,MIDATL,AE,1249.1580000000001
2026-02-11 07:00:00,MIDATL,BC,4149.716
2026-02-11 07:00:00,MIDATL,DPL,2622.6059999999998
2026-02-11 07:00:00,MIDATL,JC,2905.124
2026-02-11 07:00:00,MIDATL,ME,2161.105
2026-02-11 07:00:00,MIDATL,PE,5391.213
2026-02-11 07:00:00,MIDATL,PEP,3743.3360000000002
2026-02-11 07:00:00,MIDATL,PL,5961.816
2026-02-11 07:00:00,MIDATL,PN,2410.69
2026-02-11 07:00:00,MIDATL,PS,5526.663
2026-02-11 07:00:00,MIDATL,RECO,170.413
2026-02-11 07:00:00,RTO,RTO,107707.261
2026-02-11 07:00:00,SOUTH,DOM,16754.947
2026-02-11 07:00:00,WEST,AEP,18490.964999999997
2026-02-11 07:00:00,WEST,AP,6673.912
2026-02-11 07:00:00,WEST,ATSI,8629.934
2026-02-11 07:00:00,WEST,CE,11514.99
